address,housing_type,region,city,sqr_meter,nr_rooms,rent_month,final_price,sold_date,price_increase,price_sqr_m,land_area,other_srq
Östes gata 4,Radhus,Fiskebäck,Göteborgs kommun,108.0,4.0,,4610000,2022-09-07,-7.0,42685.0,223.4,0.0
Bäckegatan 32 B,Lägenhet,Gamla Masthugget,Göteborgs kommun,36.0,1.0,2541.0,2680000,2022-09-07,22.0,74444.0,0.0,0.0
Lillekärr Norra 149,Lägenhet,Hisings Kärra,Göteborgs kommun,112.2,4.0,6579.0,3550000,2022-09-06,-1.0,31640.0,0.0,0.0
Prilyckegatan 123B,Lägenhet,Hisings Kärra,Göteborgs kommun,87.5,4.0,7304.0,2800000,2022-09-06,0.0,32000.0,0.0,0.0
Arvid Lindmansgatan 1,Villa,Centrala Hisingen,Göteborgs kommun,160.0,8.0,,8250000,2022-09-06,-3.0,51562.0,2278.5,108.0
Fastlagsgatan 14,Lägenhet,Kortedala,Göteborgs kommun,75.0,4.0,6150.0,2015000,2022-09-06,1.0,26867.0,0.0,0.0
Orangerigatan 5,Villa,Örgryte,Göteborgs kommun,326.0,12.0,,17300000,2022-09-06,0.0,53067.0,610.0,147.0
Lillekärr Södra 110,Lägenhet,Hisings Kärra,Göteborgs kommun,62.0,2.0,4221.0,1600000,2022-09-06,0.0,25806.0,0.0,0.0
Gullrisgatan 7a,Lägenhet,Centrala Hisingen,Göteborgs kommun,48.0,2.0,2411.0,2125000,2022-09-05,,44271.0,0.0,0.0
Famngatan 10 lägenhet 2263-1414,Lägenhet,Högsbo,Göteborgs kommun,29.0,1.0,1635.0,1725000,2022-09-07,0.0,59483.0,0.0,0.0
Famngatan 8,Lägenhet,Högsbo,Göteborgs kommun,29.0,1.0,1600.0,1775000,2022-09-07,0.0,61207.0,0.0,0.0
Gibraltargatan 21B,Lägenhet,Johanneberg,Göteborgs kommun,45.5,2.0,2420.0,2950000,2022-09-07,6.0,64835.0,0.0,0.0
Ostindiefararen 55,Lägenhet,Eriksberg,Göteborgs kommun,107.0,4.0,5762.0,7500000,2022-09-07,,70093.0,0.0,0.0
Ebbe Lieberathsgatan 16B,Lägenhet,Johanneberg - Almedal,Göteborgs kommun,34.0,1.0,2049.0,2430000,2022-09-07,2.0,71471.0,0.0,0.0
Norra Skeppspromenaden 5,Lägenhet,Eriksberg,Göteborgs kommun,106.0,3.0,5940.0,5150000,2022-09-07,-6.0,48585.0,0.0,0.0
Doktor Hjorts gata 8C,Lägenhet,Södra Guldheden,Göteborgs kommun,65.0,3.0,3973.0,3650000,2022-09-07,6.0,56154.0,0.0,0.0
Munkebäcksgatan 23 E,Lägenhet,Kålltorp,Göteborgs kommun,65.0,3.0,4510.0,3700000,2022-09-06,-5.0,56923.0,0.0,0.0
Teleskopgatan 14,Lägenhet,Bergsjön,Göteborgs kommun,73.0,2.0,5313.0,1295000,2022-09-06,0.0,17740.0,0.0,0.0
Blåbärsvägen 22,Villa,"Tynnered - ""Bärgatorna""",Göteborgs kommun,151.0,5.0,,6500000,2022-09-06,0.0,43046.0,1128.5,23.0
Vestagatan 1,Lägenhet,Nya Gårda,Göteborgs kommun,123.0,4.0,6844.0,8430000,2022-09-06,12.0,68537.0,0.0,0.0
Övre Majorsgatan 10A,Lägenhet,Linnéstaden,Göteborgs kommun,63.0,2.0,3357.0,4950000,2022-09-06,4.0,78571.0,0.0,0.0
Sagogången 47,Lägenhet,Hisings Backa,Göteborgs kommun,45.0,2.0,2983.0,1575000,2022-09-06,-5.0,35000.0,0.0,0.0
Nordenskiöldsgatan 13,Lägenhet,Linné,Göteborgs kommun,31.0,1.0,1742.0,2575000,2022-09-06,3.0,83065.0,0.0,0.0
Mandolingatan 5,Lägenhet,Ruddalen,Göteborgs kommun,31.5,1.0,1868.0,1325000,2022-09-06,-9.0,42063.0,0.0,0.0
Lars Kaggsgatan 45A,Lägenhet,Gamlestaden,Göteborgs kommun,60.0,2.0,3600.0,1800000,2022-09-06,-5.0,30000.0,0.0,0.0
Morängatan 8,Lägenhet,Strömmensberg,Göteborgs kommun,37.0,1.0,2495.0,2010000,2022-09-06,6.0,54324.0,0.0,0.0
Solventilsgatan 18,Lägenhet,Kvillebäcken,Göteborgs kommun,55.0,2.0,2733.0,2855000,2022-09-06,3.0,51909.0,0.0,0.0
Chalmersgatan 29A,Lägenhet,Lorensberg - Vasastaden,Göteborgs kommun,101.0,3.0,3981.0,6600000,2022-09-06,-5.0,65347.0,0.0,0.0
Doktor Forselius gata 26,Lägenhet,Guldheden,Göteborgs kommun,81.5,4.0,5231.0,3600000,2022-09-06,6.0,44172.0,0.0,0.0
Nilssonsberg 2,Lägenhet,Annedal,Göteborgs kommun,101.6,4.0,5364.0,5510000,2022-09-06,5.0,54232.0,0.0,0.0
Sonya Hedenbratts Gata 3,Lägenhet,Örgryte Torp,Göteborgs kommun,53.0,2.0,3246.0,4220000,2022-09-06,1.0,79623.0,0.0,0.0
Vidblicksgatan 9,Lägenhet,Nedre Johanneberg,Göteborgs kommun,42.0,1.0,2004.0,3100000,2022-09-06,7.0,73810.0,0.0,0.0
Doktor Allards Gata 12,Lägenhet,Guldheden,Göteborgs kommun,72.0,3.0,3986.0,5000000,2022-09-06,0.0,69444.0,0.0,0.0
Laboratoriegatan 24,Lägenhet,Örgryte - Skår,Göteborgs kommun,26.0,1.0,1976.0,1625000,2022-09-06,-9.0,62500.0,0.0,0.0
Aschebergsgatan 35,Lägenhet,Vasastaden,Göteborgs kommun,53.0,2.0,1590.0,3150000,2022-09-06,-7.0,59434.0,0.0,0.0
Saltholmsgatan 23B,Lägenhet,Långedrag - Saltholmen,Göteborgs kommun,51.0,2.0,3403.0,3800000,2022-09-06,-5.0,74510.0,0.0,0.0
Fruktträdsgatan 11,Lägenhet,Hildedal,Göteborgs kommun,69.0,3.0,3726.0,3195000,2022-09-06,0.0,46304.0,0.0,0.0
Gamla Bällskärsgatan 14A,Villa,Hisings Backa - Bällskär,Göteborgs kommun,159.0,5.0,,5600000,2022-09-06,4.0,35220.0,1040.0,44.0
Kärrhöksgatan 5A,Lägenhet,Kålltorp,Göteborgs kommun,51.5,2.0,4114.0,2800000,2022-09-06,-2.0,54369.0,0.0,0.0
Sergelsgatan 4E,Lägenhet,Lunden,Göteborgs kommun,37.0,1.0,2855.0,2350000,2022-09-06,,63514.0,0.0,0.0
Värmlandsgatan 22,Lägenhet,Linné,Göteborgs kommun,100.0,3.0,6000.0,5800000,2022-09-06,1.0,58000.0,0.0,0.0
Hjalmar Brantingsgatan 21D,Lägenhet,Centrala Hisingen,Göteborgs kommun,69.0,3.5,3718.0,2690000,2022-09-06,0.0,38986.0,0.0,0.0
Gamlestadstorget 33,Lägenhet,Gamlestaden,Göteborgs kommun,76.0,3.0,5117.0,3000000,2022-09-06,0.0,39474.0,0.0,0.0
Björklundavägen 8,Lägenhet,Nya Hovås,Göteborgs kommun,53.0,2.0,3121.0,2600000,2022-09-06,-10.0,49057.0,0.0,0.0
Hälleflundregatan 48,Lägenhet,Västra Frölunda,Göteborgs kommun,98.0,3.0,5166.0,6975000,2022-09-05,0.0,71173.0,0.0,0.0
Bratteråsgatan 40,Lägenhet,Eriksberg,Göteborgs kommun,77.0,3.0,4221.0,4300000,2022-09-05,-2.0,55844.0,0.0,8.0
Birkagatan 18A,Lägenhet,Örgryte,Göteborgs kommun,37.0,1.0,2335.0,2255000,2022-09-05,9.0,60946.0,0.0,0.0
Hällskriftsgatan 24,Lägenhet,Centrala Hisingen,Göteborgs kommun,93.4,4.0,5997.0,3160000,2022-09-05,-3.0,33833.0,0.0,0.0
Mandolingatan 7,Lägenhet,Ruddalen,Göteborgs kommun,68.0,3.0,3643.0,2575000,2022-09-05,0.0,37868.0,0.0,0.0
Tygvaktaregatan 13,Villa,Askim,Göteborgs kommun,147.0,7.0,,6200000,2022-09-05,-3.0,42177.0,388.0,8.0
Lindholmsallén 57,Lägenhet,Lindholmen,Göteborgs kommun,61.0,2.0,3762.0,3545000,2022-09-05,1.0,58115.0,0.0,0.0
Östanvindsgatan 5C,Lägenhet,Centrala Hisingen,Göteborgs kommun,58.0,2.0,3690.0,1950000,2022-09-05,3.0,33621.0,0.0,0.0
Hallstenshagen 22,Radhus,Hallstenshagen,Göteborgs kommun,145.0,5.0,,5300000,2022-09-05,6.0,36552.0,301.8,0.0
Stabbegatan 95,Lägenhet,Björkekärr,Göteborgs kommun,62.0,3.0,4376.0,2990000,2022-09-05,0.0,48226.0,0.0,0.0
Fatabursvägen 7,Lägenhet,Torslanda - Låssby,Göteborgs kommun,88.0,4.0,4693.0,4400000,2022-09-05,5.0,50000.0,0.0,0.0
Måns Bryntessonsgatan 19B,Lägenhet,Gamlestaden,Göteborgs kommun,51.0,2.0,3795.0,2200000,2022-09-05,0.0,43137.0,0.0,0.0
Sörgårdsvägen 15,Villa,Utby,Göteborgs kommun,72.0,4.0,,3750000,2022-09-05,7.0,52083.0,444.1,36.0
Gullringevägen 21,Villa,Säve,Göteborgs kommun,179.0,8.0,,5500000,2022-09-05,10.0,30726.0,2185.8,38.0
Rösebergsgatan 9,Villa,Tolered,Göteborgs kommun,160.0,6.0,,7450000,2022-09-04,-4.0,46562.0,985.6,29.0
Svarvstensvägen 28,Villa,Hisings Kärra,Göteborgs kommun,96.0,4.0,5712.0,3900000,2022-09-04,-2.0,40625.0,0.0,0.0
Nolehultsvägen 7,Lägenhet,Tuve,Göteborgs kommun,77.5,3.0,4111.0,3340000,2022-09-04,1.0,43097.0,0.0,0.0
Vädursgatan 1,Lägenhet,Gårda,Göteborgs kommun,28.0,1.0,1503.0,2100000,2022-09-04,0.0,75000.0,0.0,0.0
Paradisgatan 25O,Lägenhet,Masthugget,Göteborgs kommun,44.0,2.0,3115.0,2750000,2022-09-04,0.0,62500.0,0.0,0.0
Brunnehagen 23,Lägenhet,Tuve,Göteborgs kommun,80.0,3.0,5240.0,2355000,2022-09-04,7.0,29438.0,0.0,0.0
Masthuggstorget 5,Lägenhet,Masthugget,Göteborgs kommun,87.0,3.0,5356.0,6250000,2022-09-04,1.0,71839.0,0.0,0.0
Slättadammsgatan 7B,Lägenhet,Tolered,Göteborgs kommun,58.2,2.0,5080.0,1500000,2022-09-04,1.0,25773.0,0.0,0.0
Kupeskärsgatan 53,Radhus,Önnered,Göteborgs kommun,102.0,5.0,,4755000,2022-09-04,0.0,46618.0,122.3,9.0
Bergklevet 16,Villa,Torslanda - Hästevik,Göteborgs kommun,209.0,8.0,,9210000,2022-09-04,-7.0,44067.0,1050.0,0.0
Eklandagatan 29A,Lägenhet,Johanneberg,Göteborgs kommun,48.0,1.5,3621.0,3000000,2022-09-04,,62500.0,0.0,0.0
Mottagaregatan 3,Radhus,Järnbrott,Göteborgs kommun,87.0,5.0,,4510000,2022-09-03,-5.0,51839.0,324.0,62.0
Axelinas väg 15,Villa,Torslanda - Hästevik,Göteborgs kommun,125.0,4.0,6292.0,6000000,2022-09-03,,48000.0,0.0,0.0
Hovås Allé 20,Lägenhet,Hovås,Göteborgs kommun,78.5,3.5,4092.0,4400000,2022-09-03,-3.0,56051.0,0.0,0.0
Pimpinellagatan 21,Radhus,Gårdsten,Göteborgs kommun,103.0,5.0,6736.0,2350000,2022-09-03,7.0,22816.0,0.0,0.0
Liedstrandsgatan 12,Lägenhet,Lunden,Göteborgs kommun,33.0,1.0,1944.0,2500000,2022-09-03,4.0,75758.0,0.0,0.0
Gamla Björlandavägen 100,Villa,Tolered,Göteborgs kommun,109.0,5.0,,5350000,2022-09-02,,49083.0,729.8,17.0
Lodjursstråket 1 Vån 31,Lägenhet,Lindholmen,Göteborgs kommun,49.0,2.0,3817.0,4200000,2022-09-02,-2.0,85714.0,0.0,0.0
Fastlagsgatan 2,Lägenhet,Kortedala,Göteborgs kommun,65.5,3.0,4079.0,1650000,2022-09-02,0.0,25191.0,0.0,0.0
Arves Marias väg 12,Lägenhet,Tuve,Göteborgs kommun,33.0,1.0,2202.0,1525000,2022-09-02,-3.0,46212.0,0.0,0.0
Fridkullagatan 17C,Lägenhet,Johanneberg,Göteborgs kommun,58.9,2.0,3769.0,2595000,2022-09-02,0.0,44058.0,0.0,0.0
Hovås klintväg 6,Villa,Hovås,Göteborgs kommun,122.0,7.0,,9120000,2022-09-02,-6.0,74754.0,906.0,143.0
Bäckebolsängen 3,Lägenhet,Hisings Backa,Göteborgs kommun,68.5,2.0,4600.0,1595000,2022-09-02,0.0,23285.0,0.0,0.0
Penselgatan 6,Lägenhet,Centrala Hisingen,Göteborgs kommun,39.5,1.0,3068.0,2400000,2022-09-02,,60759.0,0.0,0.0
Örnehufvudsgatan 17,Lägenhet,Johanneberg,Göteborgs kommun,50.0,2.0,3250.0,3275000,2022-09-02,,65500.0,0.0,0.0
Vestagatan 1,Lägenhet,Nya Gårda,Göteborgs kommun,54.0,2.0,3403.0,3150000,2022-09-02,0.0,58333.0,0.0,0.0
Trollrunan 80,Radhus,Torslanda - Centralt,Göteborgs kommun,121.0,5.0,,5400000,2022-09-02,,44628.0,222.0,0.0
Sandbanksvägen 72,Radhus,Skogome,Göteborgs kommun,104.0,4.0,,3940000,2022-09-02,-1.0,37885.0,145.0,0.0
Fricksgatan 2C,Lägenhet,Norra Guldheden,Göteborgs kommun,51.5,2.0,3520.0,2920000,2022-09-02,1.0,56699.0,0.0,0.0
Hjortgatan 7,Villa,Långedrag - Hagen,Göteborgs kommun,172.0,7.0,,10000000,2022-09-02,-5.0,58140.0,657.0,16.0
Gibraltargatan 21C,Lägenhet,Johanneberg,Göteborgs kommun,25.0,1.0,1411.0,2200000,2022-09-02,-2.0,88000.0,0.0,0.0
Vidblicksgatan 8,Lägenhet,Nedre Johanneberg,Göteborgs kommun,58.0,2.0,3831.0,3450000,2022-09-02,-4.0,59483.0,0.0,0.0
Rositas Gata 1,Lägenhet,Eriksbergsplatån,Göteborgs kommun,68.0,3.0,1826.0,4000000,2022-09-02,-9.0,58824.0,0.0,0.0
Fiolgatan 4,Lägenhet,Ruddalen,Göteborgs kommun,69.3,3.0,5047.0,2070000,2022-09-02,-4.0,29870.0,0.0,0.0
Lerskäddegatan 20,Radhus,Hinsholmen - Källängen,Göteborgs kommun,86.0,4.0,,5100000,2022-09-02,-7.0,59302.0,95.6,0.0
Bufjällsleden 2D,Lägenhet,Tolered,Göteborgs kommun,64.0,3.0,4951.0,2300000,2022-09-02,1.0,35938.0,0.0,0.0
Erik Dahlbergsgatan 26A,Lägenhet,Vasastaden,Göteborgs kommun,65.0,2.0,3453.0,4800000,2022-09-02,-2.0,73846.0,0.0,0.0
Storhöjdsgatan 15,Lägenhet,Strömmensberg,Göteborgs kommun,37.0,2.0,3307.0,2340000,2022-09-02,0.0,63243.0,0.0,0.0
Eklandagatan 23C,Lägenhet,Johanneberg,Göteborgs kommun,38.3,1.5,2849.0,2775000,2022-09-02,-1.0,72454.0,0.0,0.0
Topasgatan 61,Lägenhet,Tynnered,Göteborgs kommun,70.0,3.0,3959.0,2050000,2022-09-02,5.0,29286.0,0.0,0.0
Styrfarten 2B,Lägenhet,Eriksberg,Göteborgs kommun,66.0,2.0,4045.0,3150000,2022-09-02,-2.0,47727.0,0.0,0.0
Frida Hjertbergs Gata 1,Lägenhet,Johanneberg,Göteborgs kommun,62.5,2.0,2413.0,4000000,2022-09-02,8.0,64000.0,0.0,0.0
Föreningsgatan 1A,Lägenhet,Vasastaden,Göteborgs kommun,43.0,1.0,2708.0,2750000,2022-09-02,-5.0,63953.0,0.0,0.0
Tullare Hög 5,Villa,Rödbo,Göteborgs kommun,60.0,3.0,,3900000,2022-09-02,13.0,65000.0,1572.9,2.0
Ostgatan 20,Lägenhet,Kallebäck,Göteborgs kommun,85.5,4.0,5886.0,3110000,2022-09-02,4.0,36374.0,0.0,0.0
Sundshagsgatan 26,Villa,Kungsladugård,Göteborgs kommun,153.0,8.0,,13300000,2022-09-02,6.0,86928.0,591.0,90.0
Erik Dahlbergsgatan 23,Lägenhet,Vasastaden,Göteborgs kommun,63.0,3.0,2427.0,4350000,2022-09-02,0.0,69048.0,0.0,0.0
Vattentornsgatan 16,Radhus,Hammarkullen,Göteborgs kommun,121.0,4.0,,2840000,2022-09-02,-5.0,23471.0,294.7,0.0
Toredalsgatan 65,Villa,Centrala Hisingen,Göteborgs kommun,89.0,6.0,,5350000,2022-09-02,0.0,60112.0,407.0,79.0
Ånäsvägen 8C,Lägenhet,Bagaregården,Göteborgs kommun,71.5,3.0,4834.0,4400000,2022-09-02,3.0,61538.0,0.0,0.0
Fyrverkaregatan 5B,Lägenhet,Landala Egnahem,Göteborgs kommun,56.0,2.0,3466.0,3300000,2022-09-02,,58929.0,0.0,0.0
Labbgången 36,Radhus,Hagen - Carnegie Äng,Göteborgs kommun,129.0,5.0,,6550000,2022-09-02,1.0,50775.0,142.0,0.0
Strömsundsvägen 23B,Tomt,Tumlehed,Göteborgs kommun,615.0,,,3850000,2022-09-02,-4.0,6260.0,0.0,0.0
Storhöjdsgatan 7B,Lägenhet,Strömmensberg,Göteborgs kommun,33.5,1.0,2137.0,1900000,2022-09-02,-5.0,56716.0,0.0,0.0
Hjalmar Brantingsgatan 19 B,Lägenhet,Hisingen,Göteborgs kommun,64.9,3.0,3926.0,2200000,2022-09-02,-4.0,33898.0,0.0,0.0
Solrosgatan 18 A,Lägenhet,Kålltorp,Göteborgs kommun,57.0,2.0,2859.0,2850000,2022-09-01,0.0,50000.0,0.0,0.0
Pontus Wiknersgatan 9,Lägenhet,Nedre Johanneberg,Göteborgs kommun,49.0,2.0,2983.0,3940000,2022-09-01,-1.0,80408.0,0.0,0.0
Mölndalsvägen 27,Lägenhet,Almedal,Göteborgs kommun,65.5,2.0,3123.0,2650000,2022-09-01,-4.0,40458.0,0.0,0.0
Gibraltargatan 38,Lägenhet,Johanneberg,Göteborgs kommun,80.0,3.0,4871.0,4200000,2022-09-01,-3.0,52500.0,0.0,0.0
Råstensgatan 15A,Lägenhet,Kålltorp,Göteborgs kommun,44.0,1.0,3046.0,2350000,2022-09-01,-4.0,53409.0,0.0,0.0
Lantmilsgatan 28,Lägenhet,Kaverös,Göteborgs kommun,73.5,3.0,4675.0,2200000,2022-09-01,-4.0,29932.0,0.0,0.0
von Gerdesgatan 3,Lägenhet,Johanneberg,Göteborgs kommun,48.0,2.0,2324.0,3275000,2022-09-01,3.0,68229.0,0.0,0.0
Fruktträdsgatan 4,Lägenhet,Centrala Hisingen,Göteborgs kommun,74.0,3.0,4883.0,2995000,2022-09-01,0.0,40473.0,0.0,0.0
Wadmansgatan 10,Lägenhet,Lorensberg,Göteborgs kommun,106.0,3.0,3362.0,7250000,2022-09-01,4.0,68396.0,0.0,0.0
Palmstedtsgatan 3B,Lägenhet,Johanneberg,Göteborgs kommun,40.0,1.5,2882.0,2880000,2022-09-01,5.0,72000.0,0.0,0.0
Walter Bengtssons Gata 22,Lägenhet,Kungsladugård,Göteborgs kommun,54.0,2.0,2861.0,3150000,2022-09-01,0.0,58333.0,0.0,0.0
Gröna Vallen 8A,Lägenhet,Kungsladugård,Göteborgs kommun,119.0,5.0,5931.0,8100000,2022-09-01,5.0,68067.0,0.0,0.0
Gröna gatan 32,Lägenhet,Majorna,Göteborgs kommun,67.4,2.0,4844.0,2510000,2022-09-01,7.0,37240.0,0.0,0.0
Växelmyntsgatan 53B,Radhus,Högsbohöjd,Göteborgs kommun,96.0,,,4450000,2022-09-01,-2.0,46354.0,249.1,0.0
Noleredsvägen 9A,Lägenhet,Torslanda - Centralt,Göteborgs kommun,58.5,2.0,3449.0,2300000,2022-09-01,-3.0,39316.0,0.0,0.0
Granitvägen 3,Villa,Askim,Göteborgs kommun,172.0,7.0,,7995000,2022-09-01,0.0,46483.0,747.0,48.0
Räntmästaregatan 28B,Lägenhet,Lunden,Göteborgs kommun,51.0,2.0,3828.0,2950000,2022-09-01,6.0,57843.0,0.0,0.0
Sjöbackevägen 14,Lägenhet,Billdal-Lindås,Göteborgs kommun,70.0,3.0,3852.0,3600000,2022-09-01,3.0,51429.0,0.0,0.0
Aschebergsgatan 7B,Lägenhet,Vasastaden,Göteborgs kommun,35.0,1.0,2287.0,3250000,2022-09-01,9.0,92857.0,0.0,0.0
Brynolfsgatan 1 B,Lägenhet,Fredriksdal,Göteborgs kommun,67.5,3.0,4132.0,3000000,2022-09-01,-8.0,44444.0,0.0,0.0
Norra Breviksvägen 82,Villa,Näset,Göteborgs kommun,121.0,5.0,,8350000,2022-09-01,-6.0,69008.0,1001.6,0.0
Skogsmilsgatan 9,Lägenhet,Högsbo,Göteborgs kommun,39.0,2.0,2985.0,1850000,2022-09-01,12.0,47436.0,0.0,0.0
Gamlestadstorget 17,Lägenhet,Gamlestaden,Göteborgs kommun,58.2,2.0,4102.0,2430000,2022-09-01,8.0,41753.0,0.0,0.0
Lotta Svärdsgatan 4 B,Lägenhet,Bellevue,Göteborgs kommun,34.5,1.0,2805.0,1550000,2022-09-01,4.0,44928.0,0.0,0.0
Allmänna vägen 7,Lägenhet,Majorna,Göteborgs kommun,86.0,3.0,4571.0,4250000,2022-09-01,4.0,49419.0,0.0,0.0
Fritiof Anderssons Gata 3,Lägenhet,Eriksberg,Göteborgs kommun,87.0,3.0,4395.0,6160000,2022-09-01,3.0,70805.0,0.0,0.0
Övralidsgatan 23,Lägenhet,Hisings Backa,Göteborgs kommun,60.0,2.0,4437.0,1440000,2022-09-01,-4.0,24000.0,0.0,0.0
Slottsskogsgatan 69,Lägenhet,Majorna,Göteborgs kommun,61.0,2.0,3037.0,3700000,2022-09-01,6.0,60656.0,0.0,0.0
Arvid Lindmansgatan 25D,Lägenhet,Centrala Hisingen,Göteborgs kommun,63.0,3.0,3736.0,2625000,2022-09-01,1.0,41667.0,0.0,0.0
Myntgatan 15 A,Lägenhet,Brämaregården,Göteborgs kommun,72.0,3.0,4437.0,2880000,2022-09-01,-1.0,40000.0,0.0,0.0
Måns bryntessonsgatan 23 B,Lägenhet,Gamlestaden,Göteborgs kommun,51.0,2.0,3795.0,1850000,2022-08-31,-2.0,36275.0,0.0,0.0
Beryllgatan 17,Lägenhet,Norra Tynnered,Göteborgs kommun,80.1,3.0,5161.0,2525000,2022-08-31,-3.0,31523.0,0.0,0.0
Salviaterrassen 3,Radhus,Angered - Gårdsten,Göteborgs kommun,128.0,5.0,,3615000,2022-08-31,1.0,28242.0,245.2,0.0
Astris gata 92,Lägenhet,Eriksberg,Göteborgs kommun,58.0,2.0,3120.0,3200000,2022-08-31,7.0,55172.0,0.0,0.0
Humlekärret 73,Lägenhet,Skintebo,Göteborgs kommun,75.0,3.0,5425.0,3200000,2022-08-31,-3.0,42667.0,0.0,0.0
Hortensiagången 8,Fritidshus,Askim - Välen övre området,Göteborgs kommun,42.0,2.0,,1070000,2022-08-31,20.0,25476.0,300.0,0.0
Ejdergatan 2B,Lägenhet,Bagaregården,Göteborgs kommun,53.0,2.0,3625.0,2530000,2022-08-31,8.0,47736.0,0.0,0.0
Saxofongatan 4,Lägenhet,Ruddalen,Göteborgs kommun,27.0,1.0,1919.0,1350000,2022-08-31,-7.0,50000.0,0.0,0.0
Lövskogsåsen 19,Villa,Billdal,Göteborgs kommun,175.0,6.0,,9300000,2022-08-31,13.0,53143.0,163.0,0.0
Norra Fiskebäcksvägen 176,Radhus,Fiskebäck,Göteborgs kommun,130.0,5.0,,5900000,2022-08-31,-4.0,45385.0,418.4,8.0
Smögengatan 21,Lägenhet,Björkekärr,Göteborgs kommun,80.0,3.0,4519.0,4600000,2022-08-31,-2.0,57500.0,0.0,0.0
Guldvingevägen 12,Villa,Torslanda - Lilleby,Göteborgs kommun,123.0,4.0,,6075000,2022-08-31,2.0,49390.0,585.4,0.0
Kristinehöjdsgatan 5,Lägenhet,Johanneberg,Göteborgs kommun,71.0,3.0,3964.0,4260000,2022-08-31,11.0,60000.0,0.0,0.0
Ebbe Lieberathsgatan 16C,Lägenhet,Johanneberg - Almedal,Göteborgs kommun,31.5,1.0,2363.0,2100000,2022-08-31,-4.0,66667.0,0.0,0.0
Klostergången 11,Lägenhet,Masthugget,Göteborgs kommun,24.5,1.0,1690.0,1850000,2022-08-31,-2.0,75510.0,0.0,0.0
Östra Eriksbergsgatan 102,Lägenhet,Eriksberg,Göteborgs kommun,76.0,3.0,4232.0,4920000,2022-08-31,3.0,64737.0,0.0,0.0
Gåsmossen 12,Radhus,Askim,Göteborgs kommun,123.0,6.0,,6680000,2022-08-31,-1.0,54309.0,184.0,58.0
Ostgatan 6,Lägenhet,Kallebäck,Göteborgs kommun,44.0,2.0,3489.0,1970000,2022-08-31,-1.0,44773.0,0.0,0.0
Kabelgatan 12,Lägenhet,Majorna,Göteborgs kommun,53.5,2.0,3887.0,2500000,2022-08-31,2.0,46729.0,0.0,0.0
Turkosgatan 19,Lägenhet,Tynnered,Göteborgs kommun,70.2,3.0,4364.0,2300000,2022-08-31,0.0,32764.0,0.0,0.0
Bildradiogatan 4,Lägenhet,Järnbrott,Göteborgs kommun,54.5,2.0,3487.0,1850000,2022-08-31,4.0,33945.0,0.0,0.0
Astris Gata 68,Lägenhet,Eriksberg,Göteborgs kommun,86.0,4.0,3609.0,4525000,2022-08-31,-5.0,52616.0,0.0,0.0
Sjöbackevägen 12,Lägenhet,Billdal,Göteborgs kommun,103.0,4.0,5228.0,4700000,2022-08-31,0.0,45631.0,0.0,0.0
Astris Gata 94,Lägenhet,Eriksberg,Göteborgs kommun,66.0,3.0,3427.0,3655000,2022-08-31,-1.0,55379.0,0.0,0.0
Linnégatan 53,Lägenhet,Linné,Göteborgs kommun,61.5,2.0,3309.0,4650000,2022-08-31,7.0,75610.0,0.0,0.0
Fiolgatan 8,Lägenhet,Ruddalen,Göteborgs kommun,37.8,1.0,2936.0,1675000,2022-08-31,0.0,44312.0,0.0,0.0
Sonya Hedenbratts Gata 5,Lägenhet,Örgryte Torp,Göteborgs kommun,83.0,3.0,4406.0,6000000,2022-08-31,4.0,72289.0,0.0,0.0
Nilssonsberg 23,Lägenhet,Linnéstaden,Göteborgs kommun,102.6,4.0,5311.0,5550000,2022-08-31,-7.0,54094.0,0.0,0.0
Engelbrektsgatan 59,Lägenhet,Lorensberg,Göteborgs kommun,63.0,2.0,3272.0,3950000,2022-08-31,0.0,62698.0,0.0,0.0
Slånbärsvägen 16,Villa,Bräcke,Göteborgs kommun,80.0,4.0,,5575000,2022-08-31,6.0,69688.0,395.0,40.0
Bohusgatan 20,Lägenhet,Centrum - Heden,Göteborgs kommun,44.5,2.0,2887.0,2875000,2022-08-31,1.0,64607.0,0.0,0.0
Övralidsgatan 19,Lägenhet,Hisings Backa,Göteborgs kommun,38.0,1.0,2722.0,1200000,2022-08-31,-4.0,31579.0,0.0,0.0
Bäckebolsängen 12,Lägenhet,Hisings Backa,Göteborgs kommun,83.6,3.0,5935.0,1600000,2022-08-31,-6.0,19139.0,0.0,0.0
Virvelvindsgatan 24,Lägenhet,Centrala Hisingen,Göteborgs kommun,69.0,3.0,4293.0,2700000,2022-08-31,8.0,39130.0,0.0,0.0
Oxhagsgatan 70,Lägenhet,Kungsladugård,Göteborgs kommun,95.0,4.0,3892.0,6050000,2022-08-31,8.0,63684.0,0.0,0.0
Munspelsgatan 22,Lägenhet,Frölunda,Göteborgs kommun,51.0,2.0,3413.0,2225000,2022-08-31,-7.0,43627.0,0.0,0.0
Haråsgatan 19,Lägenhet,Majorna,Göteborgs kommun,73.8,3.0,4282.0,3950000,2022-08-31,-5.0,53523.0,0.0,0.0
Aschebergsgatan 11A,Lägenhet,Göteborg,Göteborgs kommun,100.0,2.5,4923.0,6000000,2022-08-31,20.0,60000.0,0.0,0.0
Götaverksgatan 20,Lägenhet,Lindholmen,Göteborgs kommun,62.0,2.0,3464.0,3650000,2022-08-31,-4.0,58871.0,0.0,0.0
